doc_id,chunk_id,question,answer,sources,retrieved_documents,relevance,relevance_explanation,response_time,model,total_tokens,cost
vol1_benchmarking_benchmarking,vol1_benchmarking_benchmarking_0124,What kind of knowledge is required to address feature coverage challenges?,"To address feature coverage challenges, domain knowledge about what variations matter is required. This knowledge is not algorithmic and demands collaboration between ML engineers and domain experts who understand the deployment environment.

(Cited from vol1/benchmarking/benchmarking.qmd)

In particular, understanding the deployment context, such as lighting conditions, dialects, and edge cases, is crucial to address feature coverage challenges. This requires expertise beyond what can be predicted from labels alone.

(Cited from vol1/benchmarking/benchmarking.qmd)

The knowledge acquisition bottleneck, as seen in MYCIN, highlights the practical difficulty of extracting, representing, and maintaining expert knowledge. This bottleneck is a throughput problem that was a direct motivation for the data-driven paradigm that followed.

(Cited from vol1/introduction/introduction.qmd)

Feature stores provide a single source of truth for feature definitions, ensuring consistency across all stages of the ML lifecycle. This architectural pattern eliminates an entire class of subtle bugs and enables feature reuse across models and teams.

(Cited from vol1/data_engineering/data_engineering.qmd)

However, the feature engineering bottleneck, as discussed in the context of expert systems, reveals that the required knowledge is implicit and resists articulation. Even in successful systems, the maintenance of hand-authored rules can be unsustainable, motivating the shift to learned representations.

(Cited from vol1/nn_computation/nn_computation.qmd)

In the context of edge intelligence, the deployment risks, failure modes, and compliance concerns compound the technical challenges, including drift and bias amplification, validation gaps, and accountability questions. Effective system design depends on how these challenges interact across hardware heterogeneity, data fragmentation, observability limitations, and regulatory compliance requirements.

(Cited from vol2/edge_intelligence/edge_intelligence.qmd)","['vol1/benchmarking/benchmarking.qmd', 'vol1/data_engineering/data_engineering.qmd', 'vol1/introduction/introduction.qmd', 'vol1/nn_computation/nn_computation.qmd', 'vol2/edge_intelligence/edge_intelligence.qmd']",5,RELEVANT,"The answer correctly identifies that domain knowledge about what variations matter is required to address feature coverage challenges, and that this knowledge is not algorithmic and demands collaboration between ML engineers and domain experts. This is supported by multiple citations from the textbook, including vol1/benchmarking/benchmarking.qmd and vol1/introduction/introduction.qmd.",18.575323343276978,llama-3.1-8b-instant,1269,0.00010659
vol2_performance_engineering_performance_engineering,vol2_performance_engineering_performance_engineering_0102,How is scaling_tax calculated according to the passage?,"I could not find the definition of ""scaling_tax"" in the provided textbook excerpts.","['backmatter/resources/phd_survival_guide.qmd', 'vol1/backmatter/glossary/glossary.qmd', 'vol2/distributed_training/distributed_training.qmd', 'vol2/performance_engineering/performance_engineering.qmd', 'vol2/sustainable_ai/sustainable_ai.qmd']",5,NON_RELEVANT,"The term 'scaling_tax' is not mentioned in the provided textbook excerpts, making it impossible to determine how it is calculated.",12.918509006500244,llama-3.1-8b-instant,1136,6.895999999999999e-05
vol2_distributed_training_distributed_training,vol2_distributed_training_distributed_training_0059,"How does the passage describe the relationship between data, tensor, pipeline, and expert parallelism strategies?","The passage describes the relationship between data, tensor, pipeline, and expert parallelism strategies as follows:

1. **Data parallelism**: This strategy splits the data across multiple workers, which can lead to a clean increase in throughput as long as the global batch size is large enough. However, past a critical batch size, the AllReduce cost and reduced gradient noise can turn ""more workers"" into slower or less stable learning (vol2/distributed_training/distributed_training.qmd).

2. **Tensor parallelism**: This strategy splits matrix operations inside layers, which requires a high-bandwidth intra-node fabric like NVLink. Stretching this traffic across racks can turn a memory-capacity solution into a communication bottleneck (vol2/distributed_training/distributed_training.qmd).

3. **Pipeline parallelism**: This strategy trades bytes for bubbles by reducing communication frequency through layer staging. However, this can leave accelerators idle, and microbatching with a large number of microbatches (m >> p) is needed to turn model depth into throughput (vol2/distributed_training/distributed_training.qmd).

4. **Expert parallelism**: This strategy is not explicitly described in the provided excerpts, but it is mentioned as one of the parallelism strategies in the 3D Parallelism Cube, which assumes that replicas, shards, stages, and experts can exchange gradients, activations, parameters, and tokens quickly enough for the optimizer to see one coherent training run (vol2/collective_communication/collective_communication.qmd).

5. **Relationship between parallelism strategies**: The 3D Parallelism Cube assumes that replicas, shards, stages, and experts can exchange gradients, activations, parameters, and tokens quickly enough for the optimizer to see one coherent training run. This assumption is the handoff from parallelism to communication: every way of splitting the model relocates work onto the network (vol2/collective_communication/collective_communication.qmd).

6. **Combining parallelism strategies**: The 3D cube is a hardware map, and real frontier training combines data, tensor, pipeline, expert, and sharded parallelism because no single axis fits the model and the fleet. Logical groups must map to HBM, NVLink, InfiniBand, and failure domains together (vol2/distributed_training/distributed_training.qmd).

In summary, the passage describes the relationship between data, tensor, pipeline, and expert parallelism strategies as a complex interplay between different ways of splitting the workload across thousands of accelerators, with each strategy having its own strengths and weaknesses, and the need to combine them to achieve efficient distributed training.","['vol2/collective_communication/collective_communication.qmd', 'vol2/distributed_training/distributed_training.qmd', 'vol2/parts/distributed_ml_principles.qmd']",3,RELEVANT,"The answer accurately describes the relationship between data, tensor, pipeline, and expert parallelism strategies, including their strengths and weaknesses, and the need to combine them for efficient distributed training, citing relevant sections from the textbook (vol2/distributed_training/distributed_training.qmd and vol2/collective_communication/collective_communication.qmd).",19.93879270553589,llama-3.1-8b-instant,1322,0.00012364
vol1_frontmatter__notation_body,vol1_frontmatter__notation_body_0000,What does the symbol B represent for a hardware engineer?,"According to the textbook, the symbol B represents bandwidth for a hardware engineer. 

Source:
vol1/frontmatter/_notation_body.qmd

Content:
Consider a simple statement: *""Increasing $B$ improves throughput.""* To a hardware engineer, $B$ means bandwidth.","['vol1/frontmatter/_notation_body.qmd', 'vol1/introduction/introduction.qmd', 'vol1/ml_workflow/ml_workflow.qmd', 'vol1/nn_computation/nn_computation.qmd', 'vol2/frontmatter/_notation_distributed.qmd']",5,RELEVANT,"The symbol B represents bandwidth for a hardware engineer, as stated in the textbook.",10.651768445968628,llama-3.1-8b-instant,944,6.165e-05
vol1_model_compression_model_compression,vol1_model_compression_model_compression_0155,"According to the passage, what does quantization spend?","According to the passage, quantization spends storage and data movement. 

Source:
**quantization**
: A model-compression technique that represents parameters or activations at lower precision, such as FP32 to INT8, reducing storage and data movement without reducing mathematical operation count; speedups require supported hardware and kernels.","['vol1/backmatter/glossary/glossary.qmd', 'vol1/introduction/introduction.qmd', 'vol1/model_compression/model_compression.qmd', 'vol2/backmatter/appendix_inference.qmd', 'vol2/collective_communication/collective_communication.qmd']",5,RELEVANT,Quantization reduces storage and data movement without reducing mathematical operation count.,11.594676971435547,llama-3.1-8b-instant,964,6.297e-05
vol1_ml_systems_ml_systems,vol1_ml_systems_ml_systems_0119,"According to the passage, what was the primary cause of the failure rather than model accuracy?","According to the passage, the primary cause of failure rather than model accuracy is not explicitly stated in the provided excerpts. However, we can infer from the content that the primary cause of failure can be attributed to various factors such as:

- **System success + Data failure**: Fast inference on representative inputs, but training data bias causes failures on demographic subgroups (vol1/benchmarking/benchmarking.qmd)
- **Model success + Data failure**: High accuracy on held-out test set, but distribution shift in production causes silent degradation (vol1/benchmarking/benchmarking.qmd)
- **System success + Model failure**: Hardware delivers promised throughput, but compression degraded accuracy below deployment thresholds (vol1/benchmarking/benchmarking.qmd)
- **Model success + System failure**: Accurate predictions, but latency variance under load violates SLA requirements (vol1/benchmarking/benchmarking.qmd)

However, the most relevant excerpt that discusses the primary cause of failure rather than model accuracy is from vol2/fault_tolerance/fault_tolerance.qmd, which states that the failure impact by model type differs dramatically, and the impact of losing an hour of training depends on various factors such as what that training costs, how much state must be recovered, and how long recovery takes.

But the most explicit answer is from vol1/ml_workflow/ml_workflow.qmd, which states that the failure was a *workflow* failure, where the team optimized each component in isolation (data collection, architecture selection, training), and the integration failure appeared only when the pieces were assembled.

Therefore, the primary cause of failure rather than model accuracy can be attributed to workflow failures, where the integration of different components leads to unexpected failures.","['vol1/benchmarking/benchmarking.qmd', 'vol1/introduction/introduction.qmd', 'vol1/ml_workflow/ml_workflow.qmd', 'vol2/fault_tolerance/fault_tolerance.qmd', 'vol2/ops_scale/ops_scale.qmd']",5,PARTLY_RELEVANT,"The primary cause of failure rather than model accuracy is attributed to workflow failures, where the integration of different components leads to unexpected failures, as stated in vol1/ml_workflow/ml_workflow.qmd.",19.861829042434692,llama-3.1-8b-instant,1200,9.983999999999999e-05
vol1_training_training,vol1_training_training_0153,What are the three optimization steps described in the GPT-2 walkthrough calculation?,I could not find the three optimization steps described in the GPT-2 walkthrough calculation in the provided textbook excerpts.,"['vol1/ml_systems/ml_systems.qmd', 'vol1/nn_architectures/nn_architectures.qmd', 'vol1/training/training.qmd']",3,NON_RELEVANT,"The question is about GPT-2 walkthrough calculation, but the provided textbook excerpts do not contain this information.",10.672319650650024,llama-3.1-8b-instant,787,5.2050000000000005e-05
vol2_ops_scale_ops_scale,vol2_ops_scale_ops_scale_0083,"According to the passage, how much accuracy gain is achieved when moving from a small to a medium model, and what is the associated increase in training cost?",I could not find this in the CS249R textbook.,"['vol1/backmatter/appendix_data.qmd', 'vol1/backmatter/glossary/glossary.qmd', 'vol1/frameworks/frameworks.qmd', 'vol2/collective_communication/collective_communication.qmd', 'vol2/ops_scale/ops_scale.qmd']",5,NON_RELEVANT,"The question requires specific information about accuracy gain and training cost when moving from a small to a medium model, which is not found in the provided textbook context.",13.679432392120361,llama-3.1-8b-instant,1095,6.803999999999999e-05
vol1_introduction_introduction,vol1_introduction_introduction_0088,How many deployment paradigms are mentioned as fixing the envelope a system must operate within?,"According to the textbook, there are three deployment paradigms mentioned as fixing the envelope a system must operate within. These paradigms are:

1. Cloud systems (optimized for throughput with dynamic batching)
2. Mobile systems (optimized for energy with fixed batch-1)
3. TinyML systems (operating under extreme memory and power constraints with no dynamic allocation)

These paradigms are discussed in the ""Serving Architecture Spectrum"" section of the textbook (vol1/model_serving/model_serving.qmd). The physical constraints of each paradigm (light, power, memory) dictate the serving constraints each must satisfy.","['vol1/introduction/introduction.qmd', 'vol1/ml_systems/ml_systems.qmd', 'vol1/model_serving/model_serving.qmd']",3,PARTLY_RELEVANT,"The answer mentions three deployment paradigms, but the textbook does not explicitly state that they fix the envelope a system must operate within. The paradigms are discussed in the 'Serving Architecture Spectrum' section, but the exact phrasing is not provided.",9.251242399215698,llama-3.1-8b-instant,643,5.5589999999999995e-05
vol1_model_compression_model_compression,vol1_model_compression_model_compression_0009,What are the three techniques mentioned as part of model compression?,"Based on the provided textbook excerpts, the three techniques mentioned as part of model compression are not explicitly listed. However, we can infer that model compression involves reducing the size and computational requirements of machine learning models while preserving accuracy, enabling deployment on resource-constrained devices (vol1/backmatter/glossary/glossary.qmd).

The textbook mentions that model-centric optimizations, including model compression, are used to minimize resources required for deployment (vol1/model_compression/model_compression.qmd). Additionally, it is mentioned that model compression can be combined with data selection techniques to complete the model-side efficiency toolkit (vol1/model_compression/model_compression.qmd).

Unfortunately, the textbook does not explicitly list the three techniques mentioned as part of model compression.","['vol1/backmatter/glossary/glossary.qmd', 'vol1/hw_acceleration/hw_acceleration.qmd', 'vol1/introduction/introduction.qmd', 'vol1/model_compression/model_compression.qmd', 'vol2/frontmatter/_notation_distributed.qmd']",5,PARTLY_RELEVANT,"The answer partially addresses the question by providing context about model compression, but fails to explicitly list the three techniques mentioned in the textbook.",10.825076580047607,llama-3.1-8b-instant,775,6.173e-05
vol2_edge_intelligence_edge_intelligence,vol2_edge_intelligence_edge_intelligence_0015,"Why does quantization shrink $D_{\text{vol}}$ rather than the arithmetic per token, as explained in the passage?","According to the provided textbook excerpts, quantization shrinks $D_{\text{vol}}$ rather than the arithmetic per token because of the iron law's data term $(D_{\text{vol}} / \text{BW})$ dominating the compute term when weights exceed on-chip cache (vol2/edge_intelligence/edge_intelligence.qmd).

This is further explained in the table in vol1/parts/optimize_principles.qmd, which states that for memory-bound workloads, the dominant term is $D_{\text{vol}}/\text{BW}$, and the optimization that works is quantization, which reduces $D_{\text{vol}}$.

Therefore, quantization reduces $D_{\text{vol}}$ rather than the arithmetic per token to improve performance in memory-bound workloads.","['vol1/backmatter/appendix_machine.qmd', 'vol1/frontmatter/_notation_body.qmd', 'vol1/parts/optimize_principles.qmd', 'vol2/collective_communication/collective_communication.qmd', 'vol2/edge_intelligence/edge_intelligence.qmd']",5,PARTLY_RELEVANT,"The answer correctly identifies that quantization reduces $D_{	ext{vol}}$ due to the iron law's data term dominating the compute term, but it does not directly address why it doesn't reduce the arithmetic per token. It also references tables and sections not provided in the context of the question.",14.936687469482422,llama-3.1-8b-instant,1371,9.684e-05
vol1_nn_architectures_nn_architectures,vol1_nn_architectures_nn_architectures_0108,What was the reported context window size limit for GPT-3 due to the quadratic growth of attention?,I could not find this in the CS249R textbook.,"['vol1/model_serving/model_serving.qmd', 'vol1/nn_architectures/nn_architectures.qmd', 'vol1/responsible_engr/responsible_engr.qmd', 'vol2/frontmatter/about.qmd', 'vol2/introduction/introduction.qmd']",5,NON_RELEVANT,The answer could not be found in the provided textbook context.,16.673903465270996,llama-3.1-8b-instant,1313,7.692e-05
vol2_network_fabrics_network_fabrics,vol2_network_fabrics_network_fabrics_0016,"According to the passage, what three steps characterize the barrier shape of synchronous data-parallel training?","According to the passage, the three steps that characterize the barrier shape of synchronous data-parallel training are:

1. **Workers compute local gradients**: In Bulk Synchronous Parallel (BSP), all workers compute gradients on the same parameter version (vol2/distributed_training/distributed_training.qmd).
2. **Exchange them**: After computing local gradients, workers exchange them (vol2/network_fabrics/network_fabrics.qmd).
3. **Update from a shared step boundary**: Finally, workers update from a shared step boundary, making tail latency a binding throughput constraint (vol2/network_fabrics/network_fabrics.qmd).

These steps are essential for synchronous data-parallel training and are characterized by the barrier shape of BSP.","['vol2/data_storage/data_storage.qmd', 'vol2/distributed_training/distributed_training.qmd', 'vol2/fault_tolerance/fault_tolerance.qmd', 'vol2/introduction/introduction.qmd', 'vol2/network_fabrics/network_fabrics.qmd']",5,PARTLY_RELEVANT,"The answer partially matches the barrier shape of synchronous data-parallel training. However, it does not directly quote the textbook, and the steps are not explicitly stated as the three steps that characterize the barrier shape.",12.879455327987671,llama-3.1-8b-instant,1102,7.955e-05
vol2_backmatter_appendix_assumptions,vol2_backmatter_appendix_assumptions_0023,What is the placeholder expression for the InfiniBand NDR sustained bandwidth (β) value in the passage?,"To find the placeholder expression for the InfiniBand NDR sustained bandwidth (β) value in the passage, we need to look at the relevant sections.

From the content in `vol2/backmatter/appendix_communication.qmd`, we have:

```markdown
### Latency-dominated vs. bandwidth-dominated regimes {#sec-appdx-comm-foundations-regimes}
The $\alpha$-$\beta$ model reveals two distinct operating regimes. For small messages, the startup latency $\alpha$ dominates---the link spends most of its time *starting* transfers, not *sustaining* them. For large messages, the bandwidth term $n/\beta$ dominates, and the startup cost becomes negligible.
```

And from the same section, we have:

```markdown
**$\alpha$-$\beta$ Parameters by Interconnect**: Startup latency and sustained bandwidth for interconnects used in ML clusters. The $\beta$ column uses one-way or per-direction bandwidth, so the H100 NVLink entry is half of the 900 GB/s bidirectional aggregate specification. NVLink and PCIe operate within a node; InfiniBand and RoCE operate between nodes.
```

From the content in `vol2/introduction/introduction.qmd`, we have:

```markdown
[^fn-infiniband-rdma-v2]: **InfiniBand (IB)**: Born in 1999 from the merger of Intel's NGIO and the Compaq/IBM Future I/O initiatives, InfiniBand was originally designed to replace the PCI bus. Its defining feature for ML is RDMA (Remote Direct Memory Access)\index{InfiniBand!RDMA}, which bypasses the OS kernel to transfer data directly between application memory on different machines at microsecond-scale latency. HDR IB provides about `{python} InfiniBandScenario.ib_hdr_gb_per_s_str` line-rate bandwidth per link; NDR reaches about `{python} InfiniBandScenario.ib_ndr_gb_per_s_str`. This bandwidth gap compared with common Ethernet links determines whether large-model training is compute-bound or communication-bound.
```

Therefore, the placeholder expression for the InfiniBand NDR sustained bandwidth (β) value is `{python} InfiniBandScenario.ib_ndr_gb_per_s_str`.","['vol2/backmatter/appendix_communication.qmd', 'vol2/backmatter/appendix_fleet.qmd', 'vol2/compute_infrastructure/compute_infrastructure.qmd', 'vol2/distributed_training/distributed_training.qmd', 'vol2/introduction/introduction.qmd']",5,RELEVANT,"The placeholder expression for the InfiniBand NDR sustained bandwidth (β) value is found in the `vol2/introduction/introduction.qmd` section, where it is mentioned that NDR reaches about `{python} InfiniBandScenario.ib_ndr_gb_per_s_str` line-rate bandwidth per link.",25.525665998458862,llama-3.1-8b-instant,1572,0.00013029
vol1_backmatter_glossary_glossary,vol1_backmatter_glossary_glossary_0112,What three weight values are typically used in ternarization?,I could not find this in the CS249R textbook.,"['vol1/backmatter/glossary/glossary.qmd', 'vol1/hw_acceleration/hw_acceleration.qmd', 'vol1/introduction/introduction.qmd', 'vol1/model_compression/model_compression.qmd', 'vol2/fault_tolerance/fault_tolerance.qmd']",5,NON_RELEVANT,The textbook does not mention specific weight values for ternarization.,14.693947076797485,llama-3.1-8b-instant,1112,6.649999999999999e-05
vol1_benchmarking_benchmarking,vol1_benchmarking_benchmarking_0062,"What potential issue arises when a metric captures accuracy but ignores latency, according to the passage?","According to the passage, when a metric captures accuracy but ignores latency, a potential issue arises due to the trade-off between throughput and convergence. 

In the context of distributed training, increasing $\tau_{\text{stale}}$ can improve throughput by reducing barrier waits, but it typically degrades the rate of convergence, requiring more operations to reach the same accuracy (vol2/distributed_training/distributed_training.qmd).

This suggests that if a metric only focuses on accuracy and ignores latency, it may lead to suboptimal performance in terms of convergence, as the model may not be able to reach the same level of accuracy with the same number of operations.

In other words, ignoring latency can lead to a situation where the model is optimized for accuracy but at the cost of slower convergence, which can be a significant issue in many real-world applications.

This is also related to the concept of Goodhart's Law, which states that optimizing a proxy metric can eventually decouple it from the goal (vol1/responsible_engr/responsible_engr.qmd). In this case, the proxy metric is accuracy, and the goal is convergence, but ignoring latency can lead to a situation where the model is optimized for accuracy at the cost of slower convergence.","['vol1/benchmarking/benchmarking.qmd', 'vol1/responsible_engr/responsible_engr.qmd', 'vol2/data_storage/data_storage.qmd', 'vol2/distributed_training/distributed_training.qmd']",4,PARTLY_RELEVANT,"The answer partially addresses the issue of a metric capturing accuracy but ignoring latency, but it introduces additional concepts such as throughput, convergence, and Goodhart's Law, which are not directly mentioned in the passage. The passage only mentions the trade-off between throughput and convergence.",13.133005619049072,llama-3.1-8b-instant,1000,8.36e-05
vol1_benchmarking_benchmarking,vol1_benchmarking_benchmarking_0128,Which statistical measures are mentioned for quantifying inter-annotator agreement?,"The statistical measures mentioned for quantifying inter-annotator agreement are:

1. Cohen's kappa
2. Fleiss' kappa

These measures are used to quantify agreement beyond what chance would produce, as mentioned in the following excerpt:

""Cohen's kappa or Fleiss' kappa quantify agreement beyond what chance would produce [@cohen1960; @fleiss1971measuring].""

These measures are discussed in more detail in the section on benchmarking, specifically in the file ""vol1/benchmarking/benchmarking.qmd"".","['vol1/backmatter/glossary/glossary.qmd', 'vol1/benchmarking/benchmarking.qmd', 'vol1/data_engineering/data_engineering.qmd', 'vol2/fault_tolerance/fault_tolerance.qmd', 'vol2/ops_scale/ops_scale.qmd']",5,RELEVANT,"The answer correctly identifies Cohen's kappa and Fleiss' kappa as statistical measures for quantifying inter-annotator agreement, and provides a relevant excerpt from the textbook to support the claim.",11.767782211303711,llama-3.1-8b-instant,1035,7.235e-05
vol1_data_engineering_data_engineering,vol1_data_engineering_data_engineering_0111,Which workload requires sequential scans across millions of examples according to the passage?,"According to the passage in vol1/data_selection/data_selection.qmd, the workload that requires sequential scans across millions of examples is:

Uncertainty sampling selects `{python} ActiveLearningRoi.n_active_str` scans for specialist labeling.

This indicates that the workload involves selecting a subset of examples from a large dataset (millions of examples) for specialist labeling, which requires sequential scans across these examples.","['vol1/benchmarking/benchmarking.qmd', 'vol1/data_engineering/data_engineering.qmd', 'vol1/data_selection/data_selection.qmd', 'vol1/nn_architectures/nn_architectures.qmd']",4,PARTLY_RELEVANT,"The passage does not explicitly state that the workload requires sequential scans across millions of examples. However, it mentions selecting a subset of examples from a large dataset, which implies sequential scans. The correct answer should be more specific about the sequential scans.",11.398526191711426,llama-3.1-8b-instant,812,5.9839999999999996e-05
vol2_collective_communication_collective_communication,vol2_collective_communication_collective_communication_0065,How is the variable 'flat_time' calculated in the code?,"The variable 'flat_time' is calculated in the code as follows:

```python
flat_time = (2 * gradient / ib_bw).to(ms)
```

According to the provided textbook excerpt from `vol1/frontmatter/_notation_body.qmd`, this calculation is equivalent to:

$$T = \frac{D_{\text{vol}}}{\text{BW}}$$

where $T$ is the time, $D_{\text{vol}}$ is the volume of data (in this case, the gradient), and BW is the bandwidth (in this case, the InfiniBand bandwidth `ib_bw`).

In this context, the variable 'flat_time' represents the time it takes to transfer the gradient data across the network without any collective communication operations.","['vol1/frameworks/frameworks.qmd', 'vol1/frontmatter/_notation_body.qmd', 'vol2/collective_communication/collective_communication.qmd', 'vol2/inference/inference.qmd', 'vol2/network_fabrics/network_fabrics.qmd']",5,PARTLY_RELEVANT,"The variable 'flat_time' is calculated as the time it takes to transfer the gradient data across the network, but the provided textbook excerpt does not directly explain the calculation. The calculation is given in the code as (2 * gradient / ib_bw).to(ms), which is equivalent to the formula T = D_vol / BW, where T is the time, D_vol is the volume of data (in this case, the gradient), and BW is the bandwidth (in this case, the InfiniBand bandwidth ib_bw).",19.029523611068726,llama-3.1-8b-instant,1228,9.163e-05
vol1_parts_deploy_principles,vol1_parts_deploy_principles_0003,What must observability combine with statistical drift signals beyond system metrics?,"Observability must combine with statistical drift signals beyond system metrics by incorporating labeled outcomes. This is necessary to detect degradation in prediction quality, as a system can remain operational while prediction quality changes. 

According to the textbook, ""Observability must extend beyond system metrics (latency, errors) to combine statistical drift signals with labeled outcomes."" (deploy_principles.qmd)

Additionally, the textbook highlights that ""models are only as reliable as their alignment with the current distribution"" and that ""detecting these shifts requires continuous monitoring of input statistics before they manifest as system failures."" (introduction.qmd)

Therefore, observability must combine with statistical drift signals beyond system metrics by incorporating labeled outcomes to ensure that the system remains aligned with the current distribution and to detect potential degradation in prediction quality.","['vol1/introduction/introduction.qmd', 'vol1/parts/deploy_principles.qmd', 'vol1/responsible_engr/responsible_engr.qmd', 'vol2/edge_intelligence/edge_intelligence.qmd', 'vol2/ops_scale/ops_scale.qmd']",5,RELEVANT,Observability must combine with statistical drift signals beyond system metrics by incorporating labeled outcomes to ensure that the system remains aligned with the current distribution and to detect potential degradation in prediction quality.,12.779915571212769,llama-3.1-8b-instant,880,6.822999999999999e-05
vol2_sustainable_ai_sustainable_ai,vol2_sustainable_ai_sustainable_ai_0145,"According to the passage, how much CO₂ is embodied in an A100 accelerator from manufacturing?",I could not find this in the CS249R textbook.,"['vol1/backmatter/appendix_assumptions.qmd', 'vol1/backmatter/appendix_dam.qmd', 'vol1/data_engineering/data_engineering.qmd', 'vol1/nn_architectures/nn_architectures.qmd', 'vol2/sustainable_ai/sustainable_ai.qmd']",5,NON_RELEVANT,The question about CO₂ embodied in an A100 accelerator from manufacturing could not be found in the provided textbook context.,11.640002489089966,llama-3.1-8b-instant,923,5.819999999999999e-05
vol1_nn_computation_nn_computation,vol1_nn_computation_nn_computation_0142,What are the required inputs and parameters for the backpropagation training step algorithm?,"The required inputs and parameters for the backpropagation training step algorithm are not explicitly listed in the provided textbook excerpts. However, based on the context, we can infer the necessary components.

The backpropagation algorithm computes gradients by moving backward through a neural network's computational graph. The key components involved in this process are:

1. **Loss function**: The objective function that needs to be minimized during training. (Refer to vol1/training/training.qmd)
2. **Neural network's computational graph**: The graph representing the neural network's architecture, including the layers and their connections. (Refer to vol1/training/training.qmd)
3. **Network weights**: The parameters that need to be updated during training. (Refer to vol1/backmatter/glossary/glossary.qmd)
4. **Error signals**: The signals that propagate backward through the network, enabling systematic weight updates during training. (Refer to vol1/backmatter/glossary/glossary.qmd)

While the textbook excerpts do not explicitly list the required inputs and parameters for the backpropagation algorithm, these components are essential for the algorithm to function correctly.

""I could not find this in the CS249R textbook.""","['vol1/backmatter/appendix_algorithm.qmd', 'vol1/backmatter/glossary/glossary.qmd', 'vol1/training/training.qmd']",3,PARTLY_RELEVANT,"The answer partially addresses the question by listing the necessary components for the backpropagation algorithm, but it does not explicitly list the required inputs and parameters as requested.",12.080097913742065,llama-3.1-8b-instant,878,7.516e-05
vol1_model_compression_model_compression,vol1_model_compression_model_compression_0155,Why can a technique that pays off on a phone be worthless on a data‑center GPU?,"A technique that pays off on a phone can be worthless on a data-center GPU because the hardware sets the exchange rate, which means that the cost of compression is relocated to another part of the system (vol1/model_compression/model_compression.qmd). This is due to the conservation-of-complexity heuristic, where the surplus an over-built network carries can be stripped away, but the constraint it was meeting cannot be, only relocated (vol1/model_compression/model_compression.qmd).

In a data-center GPU, the critical design goal is to make the data pipeline invisible to the GPU, which means that the prefetching must be deep enough that a batch is always ready when the GPU needs it (vol2/compute_infrastructure/compute_infrastructure.qmd). This is not a concern on a phone, where the binding constraint is energy per inference, not throughput (vol1/hw_acceleration/hw_acceleration.qmd).

Additionally, edge deployment prioritizes energy efficiency over throughput, which means that techniques that work well on a data-center GPU may not be suitable for a phone (vol1/hw_acceleration/hw_acceleration.qmd). The same memory wall principle applies at both extremes, but edge chips fight it with proximity (keeping data in registers and scratchpads) rather than bandwidth (vol1/hw_acceleration/hw_acceleration.qmd).","['vol1/hw_acceleration/hw_acceleration.qmd', 'vol1/ml_systems/ml_systems.qmd', 'vol1/model_compression/model_compression.qmd', 'vol2/compute_infrastructure/compute_infrastructure.qmd', 'vol2/edge_intelligence/edge_intelligence.qmd']",5,RELEVANT,"The technique may be worthless on a data-center GPU because the hardware sets the exchange rate, relocating the cost of compression, and due to the conservation-of-complexity heuristic, where the constraint cannot be stripped away, only relocated.",18.232878923416138,llama-3.1-8b-instant,1244,9.729e-05
vol2_sustainable_ai_sustainable_ai,vol2_sustainable_ai_sustainable_ai_0013,What is the average annual electricity consumption of a U.S. household according to the passage?,"According to the passage in vol1/training/training.qmd, the average annual electricity consumption of a U.S. household is approximately 900 kWh/month. To find the average annual electricity consumption, we multiply this value by 12:

900 kWh/month × 12 months/year = 10,800 kWh/year

This is equivalent to 10.8 MWh/year, as mentioned in vol1/nn_computation/nn_computation.qmd.","['vol1/nn_computation/nn_computation.qmd', 'vol1/responsible_engr/responsible_engr.qmd', 'vol1/training/training.qmd', 'vol2/ops_scale/ops_scale.qmd', 'vol2/sustainable_ai/sustainable_ai.qmd']",5,RELEVANT,"The answer correctly calculates the average annual electricity consumption of a U.S. household from the given monthly value, citing relevant passages from the textbook.",10.836850881576538,llama-3.1-8b-instant,1072,7.231999999999999e-05
vol2_responsible_ai_responsible_ai,vol2_responsible_ai_responsible_ai_0056,What line width is set for the 'planet' style?,"The line width for the 'planet' style is set to 1.5pt.

Source:
vol1/conclusion/conclusion.qmd

Content:
\tikzset{%
planet/.style = {circle, draw=yellow!50!red!90,semithick, fill=yellow!30,line width=1.5pt,
                    font=\usefont{T1}{phv}{m}{n}\bfseries,
                    minimum size=24mm, inner sep=1mm,align=flush center},
...","['vol1/conclusion/conclusion.qmd', 'vol1/ml_workflow/ml_workflow.qmd', 'vol2/fault_tolerance/fault_tolerance.qmd', 'vol2/responsible_ai/responsible_ai.qmd', 'vol2/security_privacy/security_privacy.qmd']",5,RELEVANT,The line width for the 'planet' style is set to 1.5pt in the provided code snippet from vol1/conclusion/conclusion.qmd.,48.39611864089966,llama-3.1-8b-instant,4226,0.00023132
