doc_id,chunk_id,source,question
vol1_backmatter_appendix_machine,vol1_backmatter_appendix_machine_0034,vol1/backmatter/appendix_machine.qmd,"Which formula does the bandwidth-latency example aim to illustrate, as stated in the comment block?"
vol1_nn_computation_nn_computation,vol1_nn_computation_nn_computation_0071,vol1/nn_computation/nn_computation.qmd,"According to the passage, what advantage does parameter reuse provide in deep networks compared to shallow networks?"
vol1_nn_computation_nn_computation,vol1_nn_computation_nn_computation_0071,vol1/nn_computation/nn_computation.qmd,"How do depth and width differ in their contribution to representational capacity, as described in the passage?"
vol2_backmatter_appendix_inference,vol2_backmatter_appendix_inference_0004,vol2/backmatter/appendix_inference.qmd,Who developed queuing theory and in what year?
vol2_backmatter_appendix_inference,vol2_backmatter_appendix_inference_0004,vol2/backmatter/appendix_inference.qmd,What equation models the service time for a batch of B requests?
vol1_model_serving_model_serving,vol1_model_serving_model_serving_0039,vol1/model_serving/model_serving.qmd,"According to the passage, what do load balancers distribute requests across?"
vol1_model_serving_model_serving,vol1_model_serving_model_serving_0039,vol1/model_serving/model_serving.qmd,What effect does a noisy neighbor have on workloads sharing the same node?
vol1_benchmarking_benchmarking,vol1_benchmarking_benchmarking_0146,vol1/benchmarking/benchmarking.qmd,What does each cell in the D·A·M Bottleneck Diagnostic Matrix describe?
vol1_benchmarking_benchmarking,vol1_benchmarking_benchmarking_0146,vol1/benchmarking/benchmarking.qmd,"When performance stalls, what does the matrix turn the first diagnostic move into?"
vol1_ml_ops_ml_ops,vol1_ml_ops_ml_ops_0204,vol1/ml_ops/ml_ops.qmd,"What constraints, in addition to accuracy, govern edge MLOps according to the passage?"
vol1_ml_ops_ml_ops,vol1_ml_ops_ml_ops_0204,vol1/ml_ops/ml_ops.qmd,How frequently does retraining occur for the DS-CNN (Tiny Constraint) archetype mentioned in the passage?
vol2_ops_scale_ops_scale,vol2_ops_scale_ops_scale_0167,vol2/ops_scale/ops_scale.qmd,"According to the passage, how frequently must fraud detection models be updated?"
vol2_ops_scale_ops_scale,vol2_ops_scale_ops_scale_0167,vol2/ops_scale/ops_scale.qmd,What deployment strategy is recommended for LLMs in the passage?
vol1_nn_computation_nn_computation,vol1_nn_computation_nn_computation_0064,vol1/nn_computation/nn_computation.qmd,Which hardware technologies are mentioned as providing the parallel processing capabilities needed for efficient neural network computation?
vol1_nn_computation_nn_computation,vol1_nn_computation_nn_computation_0064,vol1/nn_computation/nn_computation.qmd,What software advances are described as helping reduce the gap between research and production?
vol1_ml_ops_ml_ops,vol1_ml_ops_ml_ops_0217,vol1/ml_ops/ml_ops.qmd,Which panel captures the patient-clinician coordination that emerges once routine data collection moves to the AI loop?
vol1_ml_ops_ml_ops,vol1_ml_ops_ml_ops_0217,vol1/ml_ops/ml_ops.qmd,What does the clinician oversight loop provide to the clinician according to the passage?
vol2_fault_tolerance_fault_tolerance,vol2_fault_tolerance_fault_tolerance_0118,vol2/fault_tolerance/fault_tolerance.qmd,What are the three types of health checks described for ML serving?
vol2_fault_tolerance_fault_tolerance,vol2_fault_tolerance_fault_tolerance_0118,vol2/fault_tolerance/fault_tolerance.qmd,What conditions must be met before a replica is considered ready in ML serving?
vol2_backmatter_appendix_fleet,vol2_backmatter_appendix_fleet_0015,vol2/backmatter/appendix_fleet.qmd,"In which category is the metric ""Goodput"" listed, and what is its described use?"
vol2_backmatter_appendix_fleet,vol2_backmatter_appendix_fleet_0015,vol2/backmatter/appendix_fleet.qmd,"What is the purpose of the ""AI rack"" metric under the Power & sustainability category?"
vol2_data_storage_data_storage,vol2_data_storage_data_storage_0062,vol2/data_storage/data_storage.qmd,"What type of storage provides a durable, cost-effective foundation at the scale of petabytes?"
vol2_data_storage_data_storage,vol2_data_storage_data_storage_0062,vol2/data_storage/data_storage.qmd,"How do object storage services retrieve objects, and how does this differ from file systems?"
vol1_frontmatter_acknowledgements,vol1_frontmatter_acknowledgements_0001,vol1/frontmatter/acknowledgements.qmd,Who co-taught the HarvardX TinyML online course with Laurence Moroney?
vol1_frontmatter_acknowledgements,vol1_frontmatter_acknowledgements_0001,vol1/frontmatter/acknowledgements.qmd,Which platform did Zach Shelby open for student use?
vol1_model_serving_model_serving,vol1_model_serving_model_serving_0015,vol1/model_serving/model_serving.qmd,What does the SLO define that influences architectural decisions in the serving stack?
vol1_model_serving_model_serving,vol1_model_serving_model_serving_0015,vol1/model_serving/model_serving.qmd,"According to the passage, what stages are included in the inference pipeline before producing final outputs?"
vol1_model_compression_model_compression,vol1_model_compression_model_compression_0023,vol1/model_compression/model_compression.qmd,What value is assigned to the key \channelcolor in the \pgfkeys configuration?
vol1_model_compression_model_compression,vol1_model_compression_model_compression_0023,vol1/model_compression/model_compression.qmd,"In the \foreach loop, for how many iterations is the 'dashed' option specified?"
vol2_ops_scale_ops_scale,vol2_ops_scale_ops_scale_0119,vol2/ops_scale/ops_scale.qmd,What operational challenge did Uber face related to model development across many product teams?
vol2_ops_scale_ops_scale,vol2_ops_scale_ops_scale_0119,vol2/ops_scale/ops_scale.qmd,"What common workflows are included in Michelangelo's ""Golden Path"" for product teams?"
vol2_network_fabrics_network_fabrics,vol2_network_fabrics_network_fabrics_0014,vol2/network_fabrics/network_fabrics.qmd,What type of flow is characteristic of the ML reality according to the passage?
vol2_network_fabrics_network_fabrics,vol2_network_fabrics_network_fabrics_0014,vol2/network_fabrics/network_fabrics.qmd,Which performance metric is highlighted for the ML reality in the passage?
vol1_model_compression_model_compression,vol1_model_compression_model_compression_0155,vol1/model_compression/model_compression.qmd,"According to the passage, what does quantization spend?"
vol1_model_compression_model_compression,vol1_model_compression_model_compression_0155,vol1/model_compression/model_compression.qmd,Why can a technique that pays off on a phone be worthless on a data‑center GPU?
vol2_responsible_ai_responsible_ai,vol2_responsible_ai_responsible_ai_0007,vol2/responsible_ai/responsible_ai.qmd,What did early software engineering systems prioritize according to the passage?
vol2_responsible_ai_responsible_ai,vol2_responsible_ai_responsible_ai_0007,vol2/responsible_ai/responsible_ai.qmd,In what ways does the passage say responsible AI failures differ from conventional software failures?
vol2_compute_infrastructure_compute_infrastructure,vol2_compute_infrastructure_compute_infrastructure_0031,vol2/compute_infrastructure/compute_infrastructure.qmd,"According to the passage, how does the speed of communication between chiplets within a package compare to communication between packages and communication within a single monolithic die?"
vol2_compute_infrastructure_compute_infrastructure,vol2_compute_infrastructure_compute_infrastructure_0031,vol2/compute_infrastructure/compute_infrastructure.qmd,What method do GPU vendors use to hide the latency penalty caused by die-to-die communication from programmers?
vol2_performance_engineering_performance_engineering,vol2_performance_engineering_performance_engineering_0102,vol2/performance_engineering/performance_engineering.qmd,What expression is used to compute fleet_peak_flops_per_step?
vol2_performance_engineering_performance_engineering,vol2_performance_engineering_performance_engineering_0102,vol2/performance_engineering/performance_engineering.qmd,How is scaling_tax calculated according to the passage?
vol2_backmatter_appendix_fleet,vol2_backmatter_appendix_fleet_0045,vol2/backmatter/appendix_fleet.qmd,How many GPUs are used in Scenario 2 for the 350M model?
vol2_backmatter_appendix_fleet,vol2_backmatter_appendix_fleet_0045,vol2/backmatter/appendix_fleet.qmd,What is the assumed compute time for the 350M model in seconds?
vol1_training_training,vol1_training_training_0059,vol1/training/training.qmd,What does the backpropagation algorithm compute?
vol1_training_training,vol1_training_training_0059,vol1/training/training.qmd,"According to the passage, what mathematical principle underlies gradient computation in backpropagation?"
vol1_ml_systems_ml_systems,vol1_ml_systems_ml_systems_0030,vol1/ml_systems/ml_systems.qmd,What is a Workload Archetype as defined in the passage?
vol1_ml_systems_ml_systems,vol1_ml_systems_ml_systems_0030,vol1/ml_systems/ml_systems.qmd,Why can misidentifying the workload archetype lead to wasted optimization effort?
vol1_frontmatter__notation_body,vol1_frontmatter__notation_body_0000,vol1/frontmatter/_notation_body.qmd,What does the symbol B represent for a machine learning researcher?
vol1_frontmatter__notation_body,vol1_frontmatter__notation_body_0000,vol1/frontmatter/_notation_body.qmd,What does the symbol B represent for a hardware engineer?
vol2_frontmatter__notation_distributed,vol2_frontmatter__notation_distributed_0004,vol2/frontmatter/_notation_distributed.qmd,What does LogGP refine in the \alpha-\beta model?
vol2_frontmatter__notation_distributed,vol2_frontmatter__notation_distributed_0004,vol2/frontmatter/_notation_distributed.qmd,"According to the passage, what does the book use for the highest‑collision term?"
vol2_fault_tolerance_fault_tolerance,vol2_fault_tolerance_fault_tolerance_0071,vol2/fault_tolerance/fault_tolerance.qmd,Why is possessing a valid checkpoint alone insufficient for recovery when the number of workers changes?
vol2_fault_tolerance_fault_tolerance,vol2_fault_tolerance_fault_tolerance_0071,vol2/fault_tolerance/fault_tolerance.qmd,What steps must the system take after detecting a failure before training can resume?
vol1_data_engineering_data_engineering,vol1_data_engineering_data_engineering_0154,vol1/data_engineering/data_engineering.qmd,What is the key challenge in managing dataset versions during development according to the passage?
vol1_data_engineering_data_engineering,vol1_data_engineering_data_engineering_0154,vol1/data_engineering/data_engineering.qmd,How does the metadata-pointer mechanism help with dataset versioning and storage?
vol1_backmatter_glossary_glossary,vol1_backmatter_glossary_glossary_0112,vol1/backmatter/glossary/glossary.qmd,What three weight values are typically used in ternarization?
vol1_backmatter_glossary_glossary,vol1_backmatter_glossary_glossary_0112,vol1/backmatter/glossary/glossary.qmd,What does thermal throttling do in mobile and embedded devices?
vol1_data_selection_data_selection,vol1_data_selection_data_selection_0108,vol1/data_selection/data_selection.qmd,What is the purpose of feature alignment methods in domain adaptation?
vol1_data_selection_data_selection,vol1_data_selection_data_selection_0108,vol1/data_selection/data_selection.qmd,"According to the passage, what approach often yields the best results: using synthetic data alone, real data alone, or mixing both?"
vol1_hw_acceleration_hw_acceleration,vol1_hw_acceleration_hw_acceleration_0049,vol1/hw_acceleration/hw_acceleration.qmd,What constraint does the open ISA of RISC-V remove for hardware teams adding custom ML instructions?
vol1_hw_acceleration_hw_acceleration,vol1_hw_acceleration_hw_acceleration_0049,vol1/hw_acceleration/hw_acceleration.qmd,What is the trade‑off of using RISC‑V ML accelerators regarding software ecosystem maturity?
vol3_OUTLINE,vol3_OUTLINE_0004,vol3/OUTLINE.md,"Why does the passage use the term ""coordination"" instead of ""orchestration""?"
vol3_OUTLINE,vol3_OUTLINE_0004,vol3/OUTLINE.md,What topics are listed as out of scope for the multi-agent coordination section?
vol1_hw_acceleration_hw_acceleration,vol1_hw_acceleration_hw_acceleration_0107,vol1/hw_acceleration/hw_acceleration.qmd,What precision formats were added to hardware after early GPUs supported only FP32?
vol1_hw_acceleration_hw_acceleration,vol1_hw_acceleration_hw_acceleration_0107,vol1/hw_acceleration/hw_acceleration.qmd,What does lowering precision from FP32 to FP16 to INT8 trade off according to the passage?
vol2_collective_communication_collective_communication,vol2_collective_communication_collective_communication_0061,vol2/collective_communication/collective_communication.qmd,"According to the passage, what is the main difference between quantization and sparsification in gradient communication?"
vol2_collective_communication_collective_communication,vol2_collective_communication_collective_communication_0061,vol2/collective_communication/collective_communication.qmd,"If top‑k sparsification uses K_{top}=0.001\times d_{\text{grad}}, what compression factor does this achieve?"
vol2_robust_ai_robust_ai,vol2_robust_ai_robust_ai_0034,vol2/robust_ai/robust_ai.qmd,What fundamental mismatch contributes to the effectiveness of these attacks?
vol2_robust_ai_robust_ai,vol2_robust_ai_robust_ai_0034,vol2/robust_ai/robust_ai.qmd,How do adversarial perturbations exploit the geometry of neural network decision boundaries?
vol1_benchmarking_benchmarking,vol1_benchmarking_benchmarking_0124,vol1/benchmarking/benchmarking.qmd,What kind of knowledge is required to address feature coverage challenges?
vol1_benchmarking_benchmarking,vol1_benchmarking_benchmarking_0124,vol1/benchmarking/benchmarking.qmd,"According to the passage, who should collaborate to handle feature coverage issues?"
vol2_backmatter_appendix_assumptions,vol2_backmatter_appendix_assumptions_0049,vol2/backmatter/appendix_assumptions.qmd,What does the catalog map each appendix section to?
vol2_backmatter_appendix_assumptions,vol2_backmatter_appendix_assumptions_0049,vol2/backmatter/appendix_assumptions.qmd,Which example fields are mentioned as containing provenance metadata?
vol2_backmatter_appendix_assumptions,vol2_backmatter_appendix_assumptions_0023,vol2/backmatter/appendix_assumptions.qmd,What is the placeholder expression for the InfiniBand NDR sustained bandwidth (β) value in the passage?
vol2_backmatter_appendix_assumptions,vol2_backmatter_appendix_assumptions_0023,vol2/backmatter/appendix_assumptions.qmd,"According to the passage, which communication protocol's startup latency (α) is listed with the placeholder `{python} CommModelConstants.TCP_LATENCY_US_str`?"
vol2_robust_ai_robust_ai,vol2_robust_ai_robust_ai_0030,vol2/robust_ai/robust_ai.qmd,What are the three types of shift distinguished in the shift taxonomy and which probability does each change affect?
vol2_robust_ai_robust_ai,vol2_robust_ai_robust_ai_0030,vol2/robust_ai/robust_ai.qmd,Why is concept drift considered structurally more expensive to remediate than data drift when the same volume of fresh data is available?
vol2_distributed_training_distributed_training,vol2_distributed_training_distributed_training_0019,vol2/distributed_training/distributed_training.qmd,What type of cluster is used to train the model?
vol2_distributed_training_distributed_training,vol2_distributed_training_distributed_training_0019,vol2/distributed_training/distributed_training.qmd,What is the per‑GPU compute time according to the passage?
vol2_introduction_introduction,vol2_introduction_introduction_0014,vol2/introduction/introduction.qmd,What is the Machine Learning Fleet?
vol2_introduction_introduction,vol2_introduction_introduction_0014,vol2/introduction/introduction.qmd,Which components are mentioned as part of the Machine Learning Fleet?
vol1_model_compression_model_compression,vol1_model_compression_model_compression_0062,vol1/model_compression/model_compression.qmd,Which faces in the drawing are specified with fill=none?
vol1_model_compression_model_compression,vol1_model_compression_model_compression_0062,vol1/model_compression/model_compression.qmd,What mathematical object is placed at the position right of the midpoint between points G3 and D3?
vol2_ops_scale_ops_scale,vol2_ops_scale_ops_scale_0053,vol2/ops_scale/ops_scale.qmd,What does the platform own at Level 3?
vol2_ops_scale_ops_scale,vol2_ops_scale_ops_scale_0053,vol2/ops_scale/ops_scale.qmd,"At which level does the platform team accept responsibility for policy, reliability, and economic visibility?"
vol1_backmatter_appendix_algorithm,vol1_backmatter_appendix_algorithm_0017,vol1/backmatter/appendix_algorithm.qmd,"According to the passage, what is the time complexity of calling `contiguous()` on a noncontiguous tensor?"
vol1_backmatter_appendix_algorithm,vol1_backmatter_appendix_algorithm_0017,vol1/backmatter/appendix_algorithm.qmd,"In KV-cached generation, how does the attention FLOP cost scale per token compared to full‑sequence training?"
vol1_data_selection_data_selection,vol1_data_selection_data_selection_0148,vol1/data_selection/data_selection.qmd,What condition does the guard check enforce between curated_accuracy_pct and raw_accuracy_pct?
vol1_data_selection_data_selection,vol1_data_selection_data_selection_0148,vol1/data_selection/data_selection.qmd,How is the variable `savings` computed in the passage?
vol2_introduction_introduction,vol2_introduction_introduction_0078,vol2/introduction/introduction.qmd,What equation is used to calculate realized_speedup in the linear scaling fallacy check?
vol2_introduction_introduction,vol2_introduction_introduction_0078,vol2/introduction/introduction.qmd,"Which module is imported to provide the fmt, check, fmt_multiple, and fmt_percent functions?"
vol1_model_serving_model_serving,vol1_model_serving_model_serving_0031,vol1/model_serving/model_serving.qmd,What are the three deployment contexts compared for serving the ResNet-50 architecture?
vol1_model_serving_model_serving,vol1_model_serving_model_serving_0031,vol1/model_serving/model_serving.qmd,"How does the serving strategy for ResNet-50 differ between cloud serving, mobile serving, and TinyML?"
vol1_responsible_engr_responsible_engr,vol1_responsible_engr_responsible_engr_0061,vol1/responsible_engr/responsible_engr.qmd,What are the three D·A·M axes that Responsible AI Engineering operationalizes as testable constraints?
vol1_responsible_engr_responsible_engr,vol1_responsible_engr_responsible_engr_0061,vol1/responsible_engr/responsible_engr.qmd,Which infrastructure bounds are mentioned as part of Responsible AI Engineering's constraints?
vol1_data_selection_data_selection,vol1_data_selection_data_selection_0123,vol1/data_selection/data_selection.qmd,"What inequality relationship must hold between hdd_penalty, sata_penalty, and nvme_penalty according to the passage?"
vol1_data_selection_data_selection,vol1_data_selection_data_selection_0123,vol1/data_selection/data_selection.qmd,What condition is required for roi_pct to justify active learning as stated in the passage?
vol1_nn_architectures_nn_architectures,vol1_nn_architectures_nn_architectures_0111,vol1/nn_architectures/nn_architectures.qmd,"According to the passage, how does attention shift the bottleneck in machine learning systems compared to RNNs?"
vol1_nn_architectures_nn_architectures,vol1_nn_architectures_nn_architectures_0111,vol1/nn_architectures/nn_architectures.qmd,What strategy do tiled algorithms such as FlashAttention use to avoid storing the full O(S^2) attention matrix?
vol2_compute_infrastructure_compute_infrastructure,vol2_compute_infrastructure_compute_infrastructure_0083,vol2/compute_infrastructure/compute_infrastructure.qmd,How many floating-point operations are required to generate a single token from Llama-3 70B?
vol2_compute_infrastructure_compute_infrastructure,vol2_compute_infrastructure_compute_infrastructure_0083,vol2/compute_infrastructure/compute_infrastructure.qmd,What is the amount of weight data that must be loaded from HBM for each token?
vol1_hw_acceleration_hw_acceleration,vol1_hw_acceleration_hw_acceleration_0092,vol1/hw_acceleration/hw_acceleration.qmd,What mismatch exists between the computational graph and the physical silicon as described in the passage?
vol1_hw_acceleration_hw_acceleration,vol1_hw_acceleration_hw_acceleration_0092,vol1/hw_acceleration/hw_acceleration.qmd,What is the purpose of tiling according to the passage?
vol2_data_storage_data_storage,vol2_data_storage_data_storage_0020,vol2/data_storage/data_storage.qmd,What is the HBM memory capacity of the GPU used to train the 175B parameter model?
vol2_data_storage_data_storage,vol2_data_storage_data_storage_0020,vol2/data_storage/data_storage.qmd,Across how many nodes are the optimizer and gradient state sharded according to the passage?
frontmatter_about_about,frontmatter_about_about_0016,frontmatter/about/about.qmd,What is the name of the AI learning assistant featured throughout this resource?
frontmatter_about_about,frontmatter_about_about_0016,frontmatter/about/about.qmd,Which teaching method inspired the design of SocratiQ?
vol1_model_serving_model_serving,vol1_model_serving_model_serving_0003,vol1/model_serving/model_serving.qmd,"What inversion in priorities occurs when moving from benchmarking to serving, according to the passage?"
vol1_model_serving_model_serving,vol1_model_serving_model_serving_0003,vol1/model_serving/model_serving.qmd,What components are included in the latency term (L_{lat}) mentioned in the passage?
vol2_fault_tolerance_fault_tolerance,vol2_fault_tolerance_fault_tolerance_0129,vol2/fault_tolerance/fault_tolerance.qmd,What is the main failure mode for edge vision systems according to the passage?
vol2_fault_tolerance_fault_tolerance,vol2_fault_tolerance_fault_tolerance_0129,vol2/fault_tolerance/fault_tolerance.qmd,What does GPU health monitoring need to remove before replicas return results?
vol1_introduction_introduction,vol1_introduction_introduction_0088,vol1/introduction/introduction.qmd,How many deployment paradigms are mentioned as fixing the envelope a system must operate within?
vol1_introduction_introduction,vol1_introduction_introduction_0088,vol1/introduction/introduction.qmd,Which production case studies are listed in the passage?
vol2_fleet_orchestration_fleet_orchestration,vol2_fleet_orchestration_fleet_orchestration_0042,vol2/fleet_orchestration/fleet_orchestration.qmd,What label is assigned to the x-axis in the plot?
vol2_fleet_orchestration_fleet_orchestration,vol2_fleet_orchestration_fleet_orchestration_0042,vol2/fleet_orchestration/fleet_orchestration.qmd,What label is assigned to the y-axis in the plot?
vol1_data_selection_data_selection,vol1_data_selection_data_selection_0081,vol1/data_selection/data_selection.qmd,"According to the table, how many labeled examples are typically required for fine-tuning a foundation model per task?"
vol1_data_selection_data_selection,vol1_data_selection_data_selection_0081,vol1/data_selection/data_selection.qmd,What is the relative compute cost per task when fine-tuning a foundation model compared to training from scratch?
vol2_sustainable_ai_sustainable_ai,vol2_sustainable_ai_sustainable_ai_0145,vol2/sustainable_ai/sustainable_ai.qmd,"According to the passage, how much CO₂ is embodied in an A100 accelerator from manufacturing?"
vol2_sustainable_ai_sustainable_ai,vol2_sustainable_ai_sustainable_ai_0145,vol2/sustainable_ai/sustainable_ai.qmd,"What is the unamortized upfront carbon burden for the 14‑day, 64‑A100 training run mentioned in the passage?"
vol1_nn_architectures_nn_architectures,vol1_nn_architectures_nn_architectures_0151,vol1/nn_architectures/nn_architectures.qmd,What constraint is listed regarding memory capacity?
vol1_nn_architectures_nn_architectures,vol1_nn_architectures_nn_architectures_0151,vol1/nn_architectures/nn_architectures.qmd,What bottleneck is identified as irregular data movement?
vol2_sustainable_ai_sustainable_ai,vol2_sustainable_ai_sustainable_ai_0011,vol2/sustainable_ai/sustainable_ai.qmd,Which pair is identified as the canonical anchor for the geographic lever used throughout the chapter?
vol2_sustainable_ai_sustainable_ai,vol2_sustainable_ai_sustainable_ai_0011,vol2/sustainable_ai/sustainable_ai.qmd,What range does grid carbon intensity span across the world's grids according to the passage?
vol1_ml_ops_ml_ops,vol1_ml_ops_ml_ops_0105,vol1/ml_ops/ml_ops.qmd,What types of accelerators do cloud providers offer for on-demand compute environments?
vol1_ml_ops_ml_ops,vol1_ml_ops_ml_ops_0105,vol1/ml_ops/ml_ops.qmd,Which managed service is mentioned as supporting automated adaptation of foundation models to new tasks?
vol1_training_training,vol1_training_training_0157,vol1/training/training.qmd,"Which function call formats b_total_mem into a string with GB unit, precision of 1, and without commas?"
vol1_training_training,vol1_training_training_0157,vol1/training/training.qmd,What is the formula given for speedup in the communication tax figure?
vol1_hw_acceleration_hw_acceleration,vol1_hw_acceleration_hw_acceleration_0120,vol1/hw_acceleration/hw_acceleration.qmd,Which AI processor mentioned uses wide SIMD and tensor cores for training?
vol1_hw_acceleration_hw_acceleration,vol1_hw_acceleration_hw_acceleration_0120,vol1/hw_acceleration/hw_acceleration.qmd,What type of workload does Intel Sapphire Rapids focus on optimizing?
vol2_network_fabrics_network_fabrics,vol2_network_fabrics_network_fabrics_0017,vol2/network_fabrics/network_fabrics.qmd,What type of flows are traditional networks designed to provide fairness for?
vol2_network_fabrics_network_fabrics,vol2_network_fabrics_network_fabrics_0017,vol2/network_fabrics/network_fabrics.qmd,How much data can a single AllReduce on a 175B parameter model exchange?
vol2_introduction_introduction,vol2_introduction_introduction_0024,vol2/introduction/introduction.qmd,What does the bottleneck shift from when moving from the hardware layer to the infrastructure layer?
vol2_introduction_introduction,vol2_introduction_introduction_0024,vol2/introduction/introduction.qmd,Which component manages PCIe DMA in the system software layer?
backmatter_resources_phd_survival_guide,backmatter_resources_phd_survival_guide_0000,backmatter/resources/phd_survival_guide.qmd,"According to the passage, what broader set of skills are needed for successful research and scholarship beyond technical knowledge?"
backmatter_resources_phd_survival_guide,backmatter_resources_phd_survival_guide_0000,backmatter/resources/phd_survival_guide.qmd,"From which academic fields did many of the resources in the appendix originate, as stated in the passage?"
vol2_robust_ai_robust_ai,vol2_robust_ai_robust_ai_0055,vol2/robust_ai/robust_ai.qmd,Which two domains are cited in the passage as being vulnerable to adversarial attacks that can cause cascading systemic risks?
vol2_robust_ai_robust_ai,vol2_robust_ai_robust_ai_0055,vol2/robust_ai/robust_ai.qmd,What two types of costs does the passage associate with defending against adversarial vulnerabilities?
vol1_nn_computation_nn_computation,vol1_nn_computation_nn_computation_0142,vol1/nn_computation/nn_computation.qmd,What are the required inputs and parameters for the backpropagation training step algorithm?
vol1_nn_computation_nn_computation,vol1_nn_computation_nn_computation_0142,vol1/nn_computation/nn_computation.qmd,What does the algorithm return after completing the backward pass?
vol2_fault_tolerance_fault_tolerance,vol2_fault_tolerance_fault_tolerance_0031,vol2/fault_tolerance/fault_tolerance.qmd,What temperature range is used during burn-in testing?
vol2_fault_tolerance_fault_tolerance,vol2_fault_tolerance_fault_tolerance_0031,vol2/fault_tolerance/fault_tolerance.qmd,What is the purpose of burn-in testing as described in the passage?
vol1_backmatter_appendix_dam,vol1_backmatter_appendix_dam_0001,vol1/backmatter/appendix_dam.qmd,What symbol does the passage reserve for batch size?
vol1_backmatter_appendix_dam,vol1_backmatter_appendix_dam_0001,vol1/backmatter/appendix_dam.qmd,"When cost is exploding, which rubric does the passage recommend using to target the dominant term?"
vol1_data_selection_data_selection,vol1_data_selection_data_selection_0126,vol1/data_selection/data_selection.qmd,What expression defines the variable cost_investment?
vol1_data_selection_data_selection,vol1_data_selection_data_selection_0126,vol1/data_selection/data_selection.qmd,What list of run counts is iterated over to compute the ROI values?
vol1_training_training,vol1_training_training_0067,vol1/training/training.qmd,What is the effective batch size when using a per‑accelerator batch size of 16 with gradient accumulation over two steps?
vol1_training_training,vol1_training_training_0067,vol1/training/training.qmd,How much activation memory would FP32 activations consume compared to the already applied FP16 mixed‑precision mode?
vol1_nn_computation_nn_computation,vol1_nn_computation_nn_computation_0006,vol1/nn_computation/nn_computation.qmd,What software from Ariane 4 was reused in Ariane 5 that contributed to the failure?
vol1_nn_computation_nn_computation,vol1_nn_computation_nn_computation_0006,vol1/nn_computation/nn_computation.qmd,How many seconds after the flight sequence began did the Ariane 5 launcher veer off course and explode?
vol1_ml_workflow_ml_workflow,vol1_ml_workflow_ml_workflow_0056,vol1/ml_workflow/ml_workflow.qmd,"What economic impact does neglecting reproducibility have on teams, according to the passage?"
vol1_ml_workflow_ml_workflow,vol1_ml_workflow_ml_workflow_0056,vol1/ml_workflow/ml_workflow.qmd,"According to the passage, why are reproducible, optimized models not sufficient for production deployment?"
vol1_benchmarking_benchmarking,vol1_benchmarking_benchmarking_0078,vol1/benchmarking/benchmarking.qmd,Why do many benchmarks include results across multiple hardware configurations?
vol1_benchmarking_benchmarking,vol1_benchmarking_benchmarking_0078,vol1/benchmarking/benchmarking.qmd,What energy consumption metrics are now included in specifications as sustainability becomes a priority?
vol1_ml_workflow_ml_workflow,vol1_ml_workflow_ml_workflow_0068,vol1/ml_workflow/ml_workflow.qmd,What types of realistic perturbations are included in robustness testing for image-based systems?
vol1_ml_workflow_ml_workflow,vol1_ml_workflow_ml_workflow_0068,vol1/ml_workflow/ml_workflow.qmd,"Why might models optimized for research-quality images fail when used by minimally trained technicians, according to the passage?"
vol2_ops_scale_ops_scale,vol2_ops_scale_ops_scale_0168,vol2/ops_scale/ops_scale.qmd,How much latency degradation can a recommendation ensemble of 10–50 models experience when an upstream retrieval model slows by 20 ms?
vol2_ops_scale_ops_scale,vol2_ops_scale_ops_scale_0168,vol2/ops_scale/ops_scale.qmd,"According to @Sec-ml-operations-scale-monitoring-scale-73c5, what four categories of metrics are required for platform observability?"
vol1_data_engineering_data_engineering,vol1_data_engineering_data_engineering_0111,vol1/data_engineering/data_engineering.qmd,What are the two competing access patterns that shape storage decisions for the labeled datasets?
vol1_data_engineering_data_engineering,vol1_data_engineering_data_engineering_0111,vol1/data_engineering/data_engineering.qmd,Which workload requires sequential scans across millions of examples according to the passage?
vol2_fault_tolerance_fault_tolerance,vol2_fault_tolerance_fault_tolerance_0010,vol2/fault_tolerance/fault_tolerance.qmd,What type of failure can cause incorrect gradients that propagate through subsequent training steps without triggering explicit errors?
vol2_fault_tolerance_fault_tolerance,vol2_fault_tolerance_fault_tolerance_0010,vol2/fault_tolerance/fault_tolerance.qmd,"What observable signs may appear in ML training as a result of undetected corruption, according to the passage?"
vol1_conclusion_conclusion,vol1_conclusion_conclusion_0009,vol1/conclusion/conclusion.qmd,Which components determine what the system could learn?
vol1_conclusion_conclusion,vol1_conclusion_conclusion_0009,vol1/conclusion/conclusion.qmd,Which components turn the computation into an executable optimization process?
vol2_introduction_introduction,vol2_introduction_introduction_0043,vol2/introduction/introduction.qmd,Which algorithm is described as iteratively merging the most frequent character pairs to produce subword tokens?
vol2_introduction_introduction,vol2_introduction_introduction_0043,vol2/introduction/introduction.qmd,How many tokens were in GPT-3's vocabulary according to the passage?
vol1_frameworks_frameworks,vol1_frameworks_frameworks_0087,vol1/frameworks/frameworks.qmd,What mathematical construct is used in forward mode automatic differentiation to compute derivatives?
vol1_frameworks_frameworks,vol1_frameworks_frameworks_0087,vol1/frameworks/frameworks.qmd,At what input value does the example Lst-forward_mode_dual run the function?
vol1_frameworks_frameworks,vol1_frameworks_frameworks_0108,vol1/frameworks/frameworks.qmd,Which term dominates training latency according to the iron law mentioned in the passage?
vol1_frameworks_frameworks,vol1_frameworks_frameworks_0108,vol1/frameworks/frameworks.qmd,What are the four components listed in the training memory equation $M_{\text{total}}$?
